Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,6.61,6.94,6.31,6.75,6.707270693512304250,8940,33,59963.00,8940,100.00,0.63,0.14
4-January-2021,6.61,6.61,6.61,6.61,6.609947155735156978,16085,18,106321.00,16085,100.00,0.00,0.00
1-January-2021,6.15,6.30,6.15,6.30,6.299145299145299145,1053,4,6633.00,1053,100.00,0.15,0.15
31-December-2020,6.00,6.00,6.00,6.00,6.000000000000000000,10,1,60.00,10,100.00,0.00,0.00
30-December-2020,6.30,6.30,6.30,6.30,6.300000000000000000,20,1,126.00,20,100.00,0.00,0.00
29-December-2020,6.70,6.70,6.57,6.57,6.635000000000000000,400,4,2654.00,400,100.00,0.13,-0.13
28-December-2020,7.05,7.05,6.57,6.57,6.750193519849607431,9043,6,61042.00,9043,100.00,0.48,-0.48
24-December-2020,6.90,6.91,6.90,6.91,6.906151142355008787,2845,12,19648.00,2845,100.00,0.01,0.01
23-December-2020,7.00,7.00,6.89,6.89,6.912286689419795221,2930,2,20253.00,2930,100.00,0.11,-0.11
22-December-2020,7.40,7.40,6.89,6.89,6.891342756183745583,3396,5,23403.00,3396,100.00,0.51,-0.51
21-December-2020,7.26,7.26,7.25,7.25,7.255263157894736842,380,4,2757.00,380,100.00,0.01,-0.01
16-December-2020,7.59,7.59,7.59,7.59,7.589473684210526315,95,1,721.00,95,100.00,0.00,0.00
9-December-2020,7.59,7.60,7.59,7.59,7.590551181102362204,127,3,964.00,127,100.00,0.01,0.00
7-December-2020,7.98,7.98,7.98,7.98,7.952380952380952380,21,2,167.00,21,100.00,0.00,0.00
2-December-2020,7.60,7.60,7.60,7.60,7.598377281947261663,493,2,3746.00,493,100.00,0.00,0.00
1-December-2020,8.00,8.00,8.00,8.00,8.000000000000000000,110,1,880.00,110,100.00,0.00,0.00
26-November-2020,8.00,8.00,8.00,8.00,8.000000000000000000,1266,5,10128.00,1266,100.00,0.00,0.00
24-November-2020,8.00,8.00,8.00,8.00,8.000000000000000000,5,1,40.00,5,100.00,0.00,0.00
23-November-2020,8.00,8.00,7.60,8.00,7.832635983263598326,478,6,3744.00,478,100.00,0.40,0.00
20-November-2020,8.00,8.00,8.00,8.00,8.000000000000000000,1525,6,12200.00,1525,100.00,0.00,0.00
18-November-2020,8.00,8.00,8.00,8.00,8.000000000000000000,2,1,16.00,2,100.00,0.00,0.00
11-November-2020,8.00,8.00,8.00,8.00,8.000000000000000000,601,5,4808.00,601,100.00,0.00,0.00
6-November-2020,8.00,8.00,8.00,8.00,8.000000000000000000,100,1,800.00,100,100.00,0.00,0.00
3-November-2020,8.00,8.00,8.00,8.00,8.000000000000000000,375,2,3000.00,375,100.00,0.00,0.00
30-October-2020,7.60,8.10,7.60,8.10,7.999102333931777378,1114,7,8911.00,1114,100.00,0.50,0.50
29-October-2020,8.00,8.00,7.70,8.00,7.999013806706114398,1014,6,8111.00,1014,100.00,0.30,0.00
28-October-2020,8.00,8.00,8.00,8.00,8.000000000000000000,14,2,112.00,14,100.00,0.00,0.00
27-October-2020,8.10,8.10,8.10,8.10,8.000000000000000000,2,1,16.00,2,100.00,0.00,0.00
26-October-2020,8.10,8.10,8.10,8.10,8.100000000000000000,50,1,405.00,50,100.00,0.00,0.00
21-October-2020,8.10,8.10,8.10,8.10,8.000000000000000000,2,1,16.00,2,100.00,0.00,0.00
19-October-2020,8.10,8.10,8.10,8.10,8.100000000000000000,100,1,810.00,100,100.00,0.00,0.00
16-October-2020,8.10,8.10,8.10,8.10,8.100000000000000000,10,1,81.00,10,100.00,0.00,0.00
14-October-2020,8.20,8.20,8.20,8.20,8.000000000000000000,4,2,32.00,4,100.00,0.00,0.00
12-October-2020,8.25,8.25,8.25,8.25,8.222222222222222222,18,3,148.00,18,100.00,0.00,0.00
9-October-2020,8.20,8.20,8.20,8.20,8.199252801992528019,803,5,6584.00,803,100.00,0.00,0.00
8-October-2020,7.75,8.05,7.75,8.05,7.766666666666666666,150,2,1165.00,150,100.00,0.30,0.30
7-October-2020,7.70,8.25,7.70,7.70,7.699203187250996015,502,5,3865.00,502,100.00,0.55,0.00
6-October-2020,8.10,8.29,8.10,8.10,8.100000000000000000,160,5,1296.00,160,100.00,0.19,0.00
5-October-2020,8.10,8.10,8.10,8.10,8.098513011152416356,538,5,4357.00,538,100.00,0.00,0.00
1-October-2020,8.07,8.40,8.00,8.40,8.059602649006622516,1510,5,12170.00,1510,100.00,0.40,0.33
30-September-2020,8.50,8.50,8.30,8.30,8.304444444444444444,450,2,3737.00,450,100.00,0.20,-0.20
29-September-2020,8.49,8.49,8.49,8.49,8.488888888888888888,180,2,1528.00,180,100.00,0.00,0.00
23-September-2020,8.49,8.49,8.49,8.49,8.489473684210526315,190,5,1613.00,190,100.00,0.00,0.00
21-September-2020,8.49,8.49,8.49,8.49,8.489333333333333333,750,1,6367.00,750,100.00,0.00,0.00
17-September-2020,8.50,8.50,8.50,8.50,8.500000000000000000,150,1,1275.00,150,100.00,0.00,0.00
7-September-2020,8.52,8.52,8.52,8.52,8.519877675840978593,2289,7,19502.00,2289,100.00,0.00,0.00
2-September-2020,8.12,8.12,8.12,8.12,8.120000000000000000,600,2,4872.00,600,100.00,0.00,0.00
1-September-2020,8.12,8.52,8.12,8.12,8.165803108808290155,386,5,3152.00,386,100.00,0.40,0.00
28-August-2020,8.12,8.12,8.12,8.12,8.116071428571428571,112,4,909.00,112,100.00,0.00,0.00
27-August-2020,8.54,8.54,7.74,7.74,8.192960000000000000,3125,17,25603.00,3125,100.00,0.80,-0.80
26-August-2020,7.81,8.14,7.38,8.14,7.384504244175546324,5537,16,40888.00,5537,100.00,0.76,0.33
