Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,832.00,843.50,825.00,827.20,832.440698528540625074,211015,5906,175657474.00,60175,28.52,18.50,-4.80
4-January-2021,829.20,837.00,826.90,832.25,831.926306200461437608,117459,2615,97717232.00,22175,18.88,10.10,3.05
1-January-2021,823.35,828.85,821.00,826.45,826.173779563371740448,52768,1609,43595538.00,11481,21.76,7.85,3.10
31-December-2020,831.00,833.25,817.05,819.85,824.304183409873708381,139360,3237,114875031.00,30898,22.17,16.20,-11.15
30-December-2020,834.55,834.55,816.30,823.65,821.448136132552733962,80451,1909,66086324.00,22471,27.93,18.25,-10.90
29-December-2020,831.00,835.55,818.00,827.65,826.864050897201047883,101538,2450,83958122.00,26541,26.14,17.55,-3.35
28-December-2020,836.00,838.95,825.35,830.05,833.354121002012972489,178840,5655,149037051.00,71527,39.99,13.60,-5.95
24-December-2020,830.05,835.00,815.50,833.45,825.933035993936280835,239457,5404,197775447.00,54778,22.88,19.50,3.40
23-December-2020,798.00,827.20,792.45,824.25,814.750123382354013755,411323,10922,335125465.00,186117,45.25,34.75,26.25
22-December-2020,778.05,798.35,760.65,795.35,780.152181394952945225,270217,5669,210810382.00,53138,19.66,37.70,17.30
21-December-2020,791.90,816.75,760.00,778.05,798.187924087923275623,738644,21079,589576721.00,231154,31.29,56.75,-13.85
18-December-2020,785.00,795.70,781.50,793.90,789.942369829951493329,254398,6264,200959759.00,115585,45.43,14.20,8.90
17-December-2020,787.50,795.00,781.55,783.20,788.037413600252387644,139468,2528,109906002.00,21750,15.59,13.45,-4.30
16-December-2020,787.00,789.60,782.50,786.65,785.770254318429232847,152486,4039,119818963.00,52207,34.24,7.10,-0.35
15-December-2020,791.00,798.00,779.85,781.70,788.536128721181491865,279985,4924,220778288.00,42317,15.11,18.15,-9.30
14-December-2020,772.00,792.80,772.00,789.25,786.236454409317395854,816022,21434,641586244.00,316957,38.84,20.80,17.25
11-December-2020,766.40,766.40,753.00,755.90,759.707347205898066032,149744,4246,113761617.00,39812,26.59,13.40,-10.50
10-December-2020,767.00,767.50,755.70,762.90,762.238501539385747540,106536,2950,81205841.00,21917,20.57,11.80,-4.10
9-December-2020,765.95,773.50,759.65,762.25,767.013463233997531299,113420,3453,86994667.00,24000,21.16,13.85,-3.70
8-December-2020,779.70,779.70,758.45,765.90,767.842127129206481096,115536,2753,88713408.00,32323,27.98,21.25,-13.80
7-December-2020,767.50,782.30,767.15,772.45,774.212965578156533885,194731,4388,150763265.00,39458,20.26,15.15,4.95
4-December-2020,762.15,770.30,757.15,766.60,764.348504251787105735,147585,3623,112806374.00,33452,22.67,13.15,4.45
3-December-2020,759.95,764.85,756.35,762.00,760.459768275020961963,131190,3242,99764717.00,46958,35.79,8.50,2.05
2-December-2020,756.50,760.90,751.15,758.15,756.136714408946431763,128677,2768,97297404.00,18730,14.56,9.75,1.65
1-December-2020,750.35,759.95,746.65,755.55,754.121051014994555049,179065,4590,135036686.00,51817,28.94,13.30,5.20
27-November-2020,741.70,748.75,735.35,744.65,744.491554022172815086,264919,5338,197229958.00,88477,33.40,13.40,2.95
26-November-2020,732.10,741.00,727.00,738.05,733.620356656452162070,234960,4777,172371439.00,61144,26.02,14.00,5.95
25-November-2020,751.00,754.00,728.30,731.35,740.442237725972563223,370233,10770,274136151.00,115147,31.10,25.70,-19.65
24-November-2020,750.00,752.05,741.60,748.55,747.804561041527418558,137644,3403,102930811.00,33427,24.29,10.45,-1.45
23-November-2020,741.00,758.10,739.55,746.10,751.450743091111124084,513867,14923,386145739.00,196713,38.28,18.55,5.10
20-November-2020,742.90,748.40,732.50,739.90,739.835553161829932834,157820,3800,116760847.00,36002,22.81,15.90,-3.00
19-November-2020,743.35,751.50,738.00,741.90,744.589618913105450022,308696,8942,229851837.00,87931,28.48,13.50,-1.45
18-November-2020,745.00,751.65,733.75,743.35,740.194321960449851004,289607,5808,214365457.00,73556,25.40,17.90,-1.65
17-November-2020,748.00,751.80,734.20,742.50,742.674318905699010351,281312,8058,208923198.00,79912,28.41,17.60,-5.50
14-November-2020,750.00,750.00,743.90,746.25,746.878416094894755204,51594,1585,38534445.00,32699,63.38,6.10,-3.75
13-November-2020,741.35,750.70,740.50,744.50,745.869135665576315351,360740,8017,269064832.00,164205,45.52,10.20,3.15
12-November-2020,743.00,758.70,733.95,739.90,747.982270571016328098,289011,5338,216175104.00,46601,16.12,24.75,-3.10
11-November-2020,725.00,745.30,719.00,742.10,735.581270789314679970,806003,20344,592880711.00,212893,26.41,26.30,17.10
10-November-2020,770.00,770.00,706.45,717.70,727.821841381176842057,709424,17729,516334282.00,202575,28.55,63.55,-52.30
9-November-2020,797.00,805.00,752.40,762.60,772.595012319424220662,504082,11338,389451239.00,113156,22.45,52.60,-34.40
6-November-2020,796.50,801.85,786.60,789.90,792.739103196738897232,233050,6688,184747848.00,52118,22.36,15.25,-6.60
5-November-2020,783.05,796.15,778.05,793.85,787.593828699968214381,327192,8305,257694400.00,80452,24.59,18.10,10.80
4-November-2020,759.80,783.85,758.00,781.25,775.945536362254586090,467119,15497,362458903.00,204820,43.85,25.85,21.45
3-November-2020,751.05,770.30,751.05,759.65,759.862371757171796379,122424,2932,93025391.00,20815,17.00,19.25,8.60
2-November-2020,758.00,762.45,744.60,750.95,750.052050793135624163,73947,1829,55464099.00,20495,27.72,17.85,-7.05
30-October-2020,762.10,767.40,746.40,754.10,756.834821601643771887,77383,2108,58566149.00,12801,16.54,21.00,-8.00
29-October-2020,766.10,774.50,757.15,761.90,764.944836740945543660,127313,3357,97387422.00,28115,22.08,17.35,-4.20
28-October-2020,771.00,779.50,762.25,765.15,771.294899314668664592,217559,6678,167802147.00,77571,35.66,17.25,-5.85
27-October-2020,746.25,773.00,746.25,770.45,762.999607674769786515,135092,3479,103075143.00,25162,18.63,26.75,24.20
26-October-2020,759.35,763.95,742.50,745.05,751.354115865579434535,140663,3527,105687724.00,31508,22.40,21.45,-14.30
23-October-2020,764.00,774.40,755.10,756.85,765.338586631336011624,187184,4612,143259138.00,29015,15.50,19.30,-7.15
22-October-2020,767.00,767.00,744.15,757.35,755.422392024092328987,213844,7055,161542546.00,31262,14.62,22.85,-9.65
21-October-2020,782.80,782.80,756.70,767.55,765.644727918070219067,176932,4447,135467053.00,19850,11.22,26.10,-15.25
20-October-2020,763.85,774.30,756.45,764.05,766.497907683928652475,220330,6139,168882484.00,26913,12.21,17.85,0.20
19-October-2020,782.10,782.80,762.20,763.85,768.383339363745164073,107787,3047,82821735.00,20756,19.26,20.60,-18.25
16-October-2020,768.50,787.15,758.35,782.10,775.844806349206349206,315000,7601,244391114.00,77322,24.55,28.80,13.60
15-October-2020,776.00,787.80,762.95,768.45,776.721729007060237344,133140,3100,103412731.00,19270,14.47,24.85,-7.55
14-October-2020,789.00,794.00,766.80,781.40,780.321027041565803902,241665,6133,188576281.00,34508,14.28,27.20,-7.60
13-October-2020,810.00,829.00,778.75,788.25,809.358892933858782074,419451,10649,339486397.00,57533,13.72,50.25,-21.75
12-October-2020,806.00,819.30,800.30,814.70,809.203012211195195824,229134,5635,185415923.00,49991,21.82,19.00,8.70
9-October-2020,814.00,825.00,800.25,803.30,813.244425741608118657,327936,6435,266692124.00,26270,8.01,24.75,-10.70
