Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
5-January-2021,1302.00,1355.00,1300.00,1311.95,1314.286802030456852791,394,63,517829.00,297,75.38,55.00,9.95
4-January-2021,1369.55,1369.55,1307.05,1333.65,1324.392156862745098039,663,72,878072.00,568,85.67,62.50,-35.90
1-January-2021,1323.00,1353.00,1313.10,1346.60,1332.883838383838383838,198,20,263911.00,142,71.72,39.90,23.60
31-December-2020,1351.00,1369.95,1308.45,1320.00,1327.032786885245901639,122,26,161898.00,109,89.34,61.50,-31.00
30-December-2020,1350.00,1350.00,1350.00,1350.00,1350.000000000000000000,26,3,35100.00,26,100.00,0.00,0.00
29-December-2020,1400.00,1400.00,1311.30,1337.40,1342.260465116279069767,215,41,288586.00,130,60.47,88.70,-62.60
28-December-2020,1400.00,1400.00,1330.00,1380.05,1379.650406504065040650,123,21,169697.00,118,95.93,70.00,-19.95
24-December-2020,1389.00,1400.00,1320.00,1366.95,1377.543209876543209876,81,17,111581.00,76,93.83,80.00,-22.05
23-December-2020,1325.00,1370.00,1260.00,1359.95,1325.511682242990654205,428,42,567319.00,390,91.12,110.00,34.95
22-December-2020,1323.00,1323.00,1245.00,1296.10,1288.384615384615384615,156,44,200988.00,131,83.97,78.00,-26.90
21-December-2020,1426.00,1426.00,1360.00,1366.85,1379.350000000000000000,160,33,220696.00,152,95.00,66.00,-59.15
18-December-2020,1490.00,1490.00,1401.00,1419.00,1427.239130434782608695,46,17,65653.00,41,89.13,89.00,-71.00
17-December-2020,1470.40,1470.40,1412.00,1433.90,1447.359550561797752808,89,34,128815.00,66,74.16,58.40,-36.50
16-December-2020,1456.00,1456.00,1390.00,1435.50,1424.893470790378006872,291,43,414644.00,213,73.20,66.00,-20.50
15-December-2020,1380.00,1449.00,1370.00,1407.00,1388.545023696682464454,211,36,292983.00,139,65.88,79.00,27.00
14-December-2020,1430.00,1479.95,1370.00,1400.00,1404.314009661835748792,207,54,290693.00,172,83.09,109.95,-30.00
11-December-2020,1340.45,1431.00,1330.00,1397.00,1395.764925373134328358,268,39,374065.00,227,84.70,101.00,56.55
10-December-2020,1400.00,1478.90,1354.00,1394.65,1399.163568773234200743,269,48,376375.00,200,74.35,124.90,-5.35
9-December-2020,1350.00,1549.00,1317.65,1428.85,1448.070686070686070686,962,150,1393044.00,583,60.60,231.35,78.85
8-December-2020,1390.00,1390.00,1350.00,1350.00,1356.249056603773584905,265,31,359406.00,248,93.58,40.00,-40.00
7-December-2020,1280.00,1517.95,1280.00,1364.10,1341.654838709677419354,620,81,831826.00,527,85.00,237.95,84.10
4-December-2020,1288.00,1288.00,1216.00,1272.00,1243.904761904761904761,42,14,52244.00,31,73.81,72.00,-16.00
3-December-2020,1302.00,1302.00,1238.00,1266.45,1274.797752808988764044,178,32,226914.00,132,74.16,64.00,-35.55
2-December-2020,1260.00,1280.00,1250.00,1280.00,1253.963503649635036496,137,16,171793.00,136,99.27,30.00,20.00
1-December-2020,1345.00,1345.00,1178.00,1294.70,1277.858536585365853658,205,41,261961.00,168,81.95,167.00,-50.30
27-November-2020,1251.00,1360.05,1251.00,1291.00,1271.266666666666666666,135,26,171621.00,106,78.52,109.05,40.00
26-November-2020,1300.00,1300.00,1256.00,1265.00,1288.854545454545454545,55,14,70887.00,52,94.55,44.00,-35.00
25-November-2020,1310.00,1378.00,1290.00,1290.00,1300.069105691056910569,246,39,319817.00,225,91.46,88.00,-20.00
24-November-2020,1311.00,1365.00,1295.00,1300.00,1303.956730769230769230,208,25,271223.00,201,96.63,70.00,-11.00
23-November-2020,1270.50,1349.00,1270.40,1300.90,1305.202312138728323699,173,33,225800.00,137,79.19,78.60,30.40
20-November-2020,1350.00,1350.00,1271.00,1312.05,1318.496969696969696969,165,30,217552.00,125,75.76,79.00,-37.95
19-November-2020,1320.00,1347.00,1300.00,1318.80,1311.112676056338028169,497,64,651623.00,492,98.99,47.00,-1.20
18-November-2020,1240.00,1282.00,1240.00,1281.00,1268.347619047619047619,210,37,266353.00,192,91.43,42.00,41.00
17-November-2020,1222.00,1280.00,1208.00,1264.65,1245.076115485564304461,381,45,474374.00,320,83.99,72.00,42.65
14-November-2020,1254.00,1254.00,1180.00,1237.85,1236.093023255813953488,43,13,53152.00,38,88.37,74.00,-16.15
13-November-2020,1313.00,1313.00,1200.00,1216.65,1226.500000000000000000,202,40,247753.00,180,89.11,113.00,-96.35
12-November-2020,1250.00,1284.00,1200.00,1261.40,1243.970760233918128654,171,42,212719.00,149,87.13,84.00,11.40
11-November-2020,1160.00,1225.00,1151.00,1220.70,1193.541076487252124645,353,51,421320.00,283,80.17,74.00,60.70
10-November-2020,1194.95,1235.95,1122.00,1200.00,1206.146875000000000000,320,58,385967.00,268,83.75,113.95,5.05
9-November-2020,1140.00,1174.00,1088.00,1130.50,1115.271111111111111111,225,38,250936.00,135,60.00,86.00,-9.50
6-November-2020,1146.95,1168.00,1047.00,1128.45,1082.417486338797814207,915,83,990412.00,521,56.94,121.00,-18.50
5-November-2020,1028.60,1111.00,1025.10,1099.95,1071.589743589743589743,312,57,334336.00,231,74.04,85.90,71.35
4-November-2020,1071.00,1089.90,1040.00,1087.00,1068.204301075268817204,93,19,99343.00,79,84.95,49.90,16.00
3-November-2020,1175.95,1175.95,1070.00,1079.40,1080.824324324324324324,518,70,559867.00,512,98.84,105.95,-96.55
2-November-2020,1263.80,1264.00,1075.45,1102.00,1105.821252059308072487,1214,106,1342467.00,810,66.72,188.55,-161.80
30-October-2020,1199.80,1200.00,1125.10,1194.90,1198.223938223938223938,259,32,310340.00,220,84.94,74.90,-4.90
29-October-2020,1175.00,1188.00,1099.00,1116.70,1118.848290598290598290,468,49,523621.00,385,82.26,89.00,-58.30
28-October-2020,1160.00,1190.00,1140.00,1160.00,1160.403061224489795918,196,27,227439.00,132,67.35,50.00,0.00
27-October-2020,1180.00,1205.00,1160.00,1162.00,1183.695652173913043478,46,7,54450.00,37,80.43,45.00,-18.00
26-October-2020,1176.20,1208.75,1151.10,1177.15,1171.374558303886925795,283,35,331499.00,161,56.89,57.65,0.95
23-October-2020,1211.00,1250.00,1150.00,1224.90,1182.768456375838926174,298,28,352465.00,242,81.21,100.00,13.90
22-October-2020,1181.05,1289.80,1181.05,1205.85,1209.044943820224719101,89,24,107605.00,78,87.64,108.75,24.80
21-October-2020,1329.60,1329.60,1200.00,1202.05,1213.868965517241379310,145,23,176011.00,139,95.86,129.60,-127.55
20-October-2020,1210.00,1232.00,1210.00,1230.00,1213.500000000000000000,12,3,14562.00,12,100.00,22.00,20.00
19-October-2020,1270.00,1290.00,1200.00,1214.25,1232.430107526881720430,186,36,229232.00,144,77.42,90.00,-55.75
16-October-2020,1348.50,1348.50,1271.20,1308.20,1316.166666666666666666,30,16,39485.00,23,76.67,77.30,-40.30
15-October-2020,1315.10,1400.00,1251.20,1272.10,1328.500000000000000000,140,39,185990.00,106,75.71,148.80,-43.00
14-October-2020,1239.95,1323.00,1239.95,1315.10,1297.330855018587360594,269,51,348982.00,229,85.13,83.05,75.15
13-October-2020,1242.00,1244.95,1192.00,1202.75,1223.277777777777777777,18,11,22019.00,17,94.44,52.95,-39.25
12-October-2020,1185.05,1197.90,1151.00,1178.60,1174.659090909090909090,484,40,568535.00,428,88.43,46.90,-6.45
9-October-2020,1185.05,1200.00,1176.10,1197.90,1192.538461538461538461,13,6,15503.00,9,69.23,23.90,12.85
8-October-2020,1175.00,1247.95,1175.00,1233.00,1188.840000000000000000,225,16,267489.00,219,97.33,72.95,58.00
7-October-2020,1174.00,1210.00,1121.30,1161.00,1159.371794871794871794,78,14,90431.00,74,94.87,88.70,-13.00
6-October-2020,1185.05,1238.00,1171.00,1183.15,1177.508196721311475409,122,13,143656.00,120,98.36,67.00,-1.90
